"","description","color","variety","country","id"
"68715","A soft, simple wine, with a gluey texture and sweet berry and spice flavors.","Red","Petite Sirah","US",68715
"8293","Basic aromas of apple and melon feed into a solid round palate with good acidity. Salty flavors of popcorn and tropical fruits finish flush, balanced and with notes of melon and papaya.","White","Verdejo","Spain",8293
"85755","Sour apple and fennel characterize this wine upon entry. These follow through on the nose and palate around a concentrated core of golden honey and lemony acidity.","White","Chardonnay","US",85755
"93274","Taking their cue from the old name for the local vineyards around Deutschkreutz in Mittelburgenland, the Reisners, who run the Igler winery, have fashioned a traditional style of Blaufränkisch. It's impressive, the density of the tannins never overwhelming the ripe, juicy, black fruit flavors. It is certainly a ripe wine, but the richness never overpowers the structure and the acidity.","Red","Blaufränkisch","Austria",93274
"50788","Strawberry and raspberry notes come with a tart edge in this easygoing rosé. On the palate, strawberry, violet and spice notes are balanced and fresh. A good everyday choice that will pair well with fruit salad, chicken salad and cold cuts.","Rosé","Rosé","Greece",50788
"27415","Warm red-berry aromas are simple and fresh, a hallmark of a good Alicante wine. This is a touch sharp and drawing on the palate, with cherry, plum and berry flavors. Crisp and focused on the finish, this ranks as an ideal everyday quaffer.","Red","Red Blend","Spain",27415
"1160","Sourced principally from Klipsun, with smaller amounts from Champoux and Seven Hills, this tight, dark, richly-flavored wine has impeccable credentials. Black fruits, espresso and citrus—notably blood orange—mingle seamlessly, though it takes some hours to open up. The Red Mountain fruit contributes characteristic notes of iron ore and underlying minerality.","Red","Cabernet Sauvignon","US",1160
"83824","This Brazilian Merlot smells rubbery and gaseous, with saucy berry notes. In the mouth, this is severely tannic and drying. Toasty, blackened and bitter in flavor, this ends with peppery notes and hard-pounding tannins.","Red","Merlot","Brazil",83824
"20360","Perfumed notes of white peach and grapefruit abound on this medium-bodied, off-dry Riesling. It's fresh and fruity, offering juicy green apple and citrus flavors sharpened by edges of lime and lemon. The finish is honeyed and long. Drink now through 2020 to enjoy its vibrant style.","White","Riesling","Germany",20360
"97133","This medium-bodied wine is marked by dry, stony notes rather than a profusion of fruit. Subtle leafiness and hints of underripe melon give this a restrained aspect and suggest it's more of a food partner than a wine that will shine on its own.","White","Sauvignon Blanc","New Zealand",97133
"88228","This soft wine is a blend of two local white grapes: Síria and Fonte Cal. Intense acidity and a cool-climate feel from the high- altitude vineyards make this crisp, with grapefruit and lemon flavors. Drink now.","White","Portuguese White","Portugal",88228
"3405","While a tad more slender in frame than many of 2015's single-vineyard Kabinetts, this delicate Riesling offers a zesty punch of sweet-tart tangerine and quince flavors. It's irresistibly thirst quenching, finishing on a salty tang of mineral and lime.","White","Riesling","Germany",3405
"1274","This is a soft wine with its creamy fruits assimilated into the tangy texture. There is plenty of acidity to give this wine its cool character as well as its citrus and green-apple flavors. Drink now.","White","Portuguese White","Portugal",1274
"85811","For whatever reason, the Coddington lacks the extra dimension of the other 2011 Kumeu River Chardonnays. It's still an excellent wine, just linear and crisp, with subtle toast framing citrusy fruit.","White","Chardonnay","New Zealand",85811
"96708","A slightly heady, volatile touch plays on the nose. The palate is fresh with lemon and zest but also has rounded buttery notes on its concentrated yet light body. A very intriguing dry Riesling that still needs to come into its own. Its dry lightness is a boon. Drink 2020–2025.","White","Riesling","France",96708
"40658","This ripe, cherry-flavored wine has touches of toasty spice from wood aging. It's smooth and soft, with juicy acidity that offsets its rounded texture.","Red","Pinot Noir","France",40658
"56238","A touch of flinty reduction clings to the nose but soon relaxes into soft notes of ripe black cherry. The palate is textured and dry, harmonious with fruit and the gentle ripple and crunch of slightly rustic but utterly pleasant tannins. This seems to be its perfect drinking window now: generous with fruit, utterly harmonious and starting to mellow. The finish is fresh, clean and totally moreish. If you can resist at all, this may well continue to develop. Drink now through 2025.","Red","Pinot Noir","France",56238
"30693","An attractive floral, appley aroma and generous, ripe apple and herb flavors give this medium-bodied wine plenty of personality.","White","Sauvignon Blanc","US",30693
"87852","This wine from a biodynamic vineyard is powerfully spicy on the nose, with aromas of ginger snaps, cloves, nutmeg and Indian spices seasoning the bloody meats and blackberry core. Oregano and other chopped, dried herbs flavor the palate, with black pepper, blackberry syrup and licorice combining for a savory sipping experience.","Red","Syrah","US",87852
"33596","A scent of leathery funk inhabits this wine, yet never overtakes the balanced flavors. A mix of blueberry and cherry fills the palate with lush flavors, and highlights of coffee, mocha and salted caramel add further interest. It drinks as a more mature wine than the vintage date might suggest.","Red","Pinot Noir","US",33596
"36949","Speri's delicious Ripasso offers thick concentration and pulpy notes of chocolate and black cherry. The wine is soft, velvety and would pair well with oven-baked pasta topped with hearty meat ragú.","Red","Corvina, Rondinella, Molinara","Italy",36949
"55142","Almost completely clear and crystalline as ice-cold water, this wine from a Santa Lucia Highlands-based producer shows apple blossoms, Asian pear flesh and white rocks on the clean, fresh nose. It's focused and tight on the palate, suggesting apple and pear peels with pomelo pith.","White","Pinot Gris","US",55142
"105989","Made from organically farmed fruit, this bright Vermentino opens with pretty aromas of peach, honey, pear and Golden Delicious apple. The mouthfeel is smooth and silky.","White","Vermentino","Italy",105989
"19972","This kitchen-sink blend of Zinfandel, Syrah, Cabernet Sauvignon, Grenache, Petit Verdot and Petite Sirah shows squashed black plum, caramelized blueberries, mocha and a sweet cedar touch on the nose. Toasty oak flavors carry the palate, with vanilla, brown sugar, beef char, baked blueberries and a touch of Vietnamese coffee.","Red","Red Blend","US",19972
"99694","This Romanian Pinot Noir has aromas of sweet black cherry, smoked meats and red raspberry. In the mouth there are flavors of smoke and black plums.","Red","Pinot Noir","Romania",99694
"70752","This relatively low-alcohol Zinfandel offers dusty blue fruit and piles of earthiness around a core of juicy texture. Straightforward on the finish, with a hit of herb and fresh farm.","Red","Zinfandel","US",70752
"58087","Neprica is an awesome blend of Negroamaro, Primitivo and Cabernet Sauvignon from southern Italy that offers an unbeatable price versus quality ratio. This rising star of Puglia would pair with meats, pasta or aged cheese and offers clean aromas of ripe fruit, spice and leather.","Red","Red Blend","Italy",58087
"25586","This ripe, sun-drenched blend of Nero d'Avola, Merlot and Cabernet Sauvignon delivers generous tones of leather, tobacco, licorice, cassis berry, dried hay and spice. It has thick, dark concentration and a long finish.","Red","Red Blend","Italy",25586
"68668","This rich and relatively soft block-designated wine has a lighter-than-usual color, a rich, buttery aroma and jammy flavors that recall strawberries and plums. It's a smooth variation on the often tannic and restrained personality of Sangiovese.","Red","Sangiovese","US",68668
"89897","Bracing tones of lime and lemon accentuate the crush of mineral tones throughout this dry, revitalizing wine. Light bodied and spry, it's invigorating, rather than penetrating, but ideal as a palate-cleanser between heavy courses.","White","Riesling","Germany",89897
"28514","This wine gets its name from the fossils that abound in the landscape of the vineyards. A blend of Arinto, Viognier and Chardonnay, it is ripe and perfumed. The texture is smooth, but with a mineral edge. Yellow fruits dominate the flavor profile that's balanced with acidity. Drink the wine now.","White","Portuguese White","Portugal",28514
"35392","This is a young, fruity wine with black currant aromas and delicious, perfumed juicy blackberry fruit. It has all the ripeness of the vintage and the potential to age well. Drink from 2020.","Red","Bordeaux-style Red Blend","France",35392
"21760","Extremely rich and ripe, with tremendous pineapple, pear, mango and white flower flavors that have been liberally oaked. Shows a touch of bitterness in the finish, which is probably the result of its age. Still, it's a flamboyant, impressive Chardonnay, like a magnificent old tapestry that's fraying a bit around the edges.","White","Chardonnay","US",21760
"41711","This opens with delicate scents of red berry and fragrant blue flower. The soft, easygoing palate offers juicy wild cherry and a hint of baking spice alongside fresh acidity and round tannins. It's simple but well made.","Red","Red Blend","Italy",41711
"9366","This blend of 52% Cabernet Sauvignon, 20% Merlot, 17% Syrah, 8% Petit Verdot and 3% Cabernet Franc offers plummy chocolate and leather notes and dense, layered tannins. Toasty oak adds to the concentration and body, before a lift of acidity closes out the finish. This wine is available in three Halloween-themed labels all created for Flora Springs by CD-cover artist Wes Freed.","Red","Red Blend","US",9366
"82350","Husch is one of the original Anderson Valley wineries and has not been a particular Pinot Noir star, but this fantastic 2014 may start a trend. Fresh and alive, the wine is medium bodied but packs lots of tangy cherry and almost jammy plum flavors into a smooth but lightly tannic texture that provides great structure. Simply delicious, it's balanced well enough to enjoy time after time.","Red","Pinot Noir","US",82350
"37348","This powerful blend of 23% Malbec, 20% Carmenere, 20% Cabernet Franc, 16% Cabernet Sauvignon, 14% Merlot and 7% Petite Verdot delivers layered aromas of olallieberry, grape candy, sage, anise and lava rocks. Purple fruits dominate the palate, with complexity provided by creosote and violets, along with ample tannins and acidity.","Red","Red Blend","US",37348
"35201","Sourced from a 2001 planting of Dijon clone 777 vines, this is a dry, slightly leathery wine with tight flavors of dried figs dusted with cocoa and coffee grounds. It shows moderate depth and length, and seems ready for near-term drinking.","Red","Pinot Noir","US",35201
"18382","From a hot year with an early harvest, this Sauvignon smells green and ashy, like asparagus mixed with green tobacco. In the mouth, spunky acidity suggests sharpness, while tangy flavors of nectarine and nettle finish with touches of bell pepper and tarragon.","White","Sauvignon Blanc","Chile",18382
"14786","Reustle pioneered this variety (they now make three different bottlings) and this may be the best yet. The texture and depth are impressive, as is the detailed mix of melon and white peach, with just a faint trace of vanilla.","White","Grüner Veltliner","US",14786
"50183","An upscale hamburger wine, fruity and spicy. There's a bacony, smoked meat note to the raspberries and cherries that will play well against the char of grilled beef.","Red","Red Blend","US",50183
"69558","Rich aromas like Anjou pears and rose petals combine with generous ripe pear and vanilla flavors. It feels full-bodied but is light in alcohol and has a soothing texture. Good acidity balances the ripeness and the finish lingers.","White","White Blend","US",69558
"73515","Very light aromas of red cherry, rose petal and potpourri barely show on the nose of this bottling. The flavors are very flat, with light cranberry and a touch of licorice.","Red","Grenache","US",73515
"44111","Brambly red fruit, bell pepper and spice tones settle on a chunky, jammy palate without much spine or structure. Berry and plum flavors come with a briny aftertaste, while the finish is herbal in character.","Red","Cabernet Sauvignon","Chile",44111
"5043","From a Ulises Valdez-farmed vineyard, along the same fence line as Valdez's Silver Eagle, this smoky, succulent wine has a reductive quality that will benefit from more time in bottle. Blackberry, strawberry and earth provide a fleshy aspect of intrigue. Cellar through 2023.","Red","Pinot Noir","US",5043
"96462","A lightweight Chardonnay, with crisp acidity and citrus flavors. It is soft, full of white fruits, with a burst of orange zest. Not for aging, ready to drink.","White","Chardonnay","Austria",96462
"72791","A touch of vanilla, butter and seared lemons characterize the nose of this wine that also shows pears and apples, making it a solid Chardonnay alternative. The palate offers a hint of marzipan along with juicy lemon pulp and zest as well as richer stone-fruit elements in the midpalate.","White","Viognier","US",72791
"97062","Fresh raspberry and plum aromas are minty but get the job done. This feels raw but not scouring, with prodding acidity and herbal berry, vanilla and paste flavors. Minty, herbal finishing notes touch up against herbaceous.","Red","Tempranillo","Spain",97062
"7749","The bottle carries the signature of French sculptor César, who marked his friendship with the Sumeire family, owners of the estate. The wine, the top cuvée of the property, is impressively rich while still being beautifully balanced and fresh. From selected parcels, it is a real food wine, tense with a good texture and a ripe, concentrated aftertaste.","Rosé","Rosé","France",7749
"59152","This is a muscular, full-bodied wine showing a nice mix of savory and fruity flavors. A fantastic lively texture of firm acidity and fine tannins come with a lip-smacking freshness that's hard to ignore. The balance and complexity are very attractive and promise versatility with a wide variety of foods.","Red","Pinot Noir","US",59152
"52229","Enticing Sangiovese aromas of truffle, ripe dark-skinned berry, pressed violet and new leather lead the way on this delicious red. The smooth succulent palate doles out juicy Marasca cherry, crushed raspberry, baking spice and wild herb framed in velvety tannins that envelope the palate while a licorice note wraps around the finish. Drink 2018–2026.","Red","Sangiovese","Italy",52229
"40135","Ripe plum, tilled earth, violet, espresso and toast aromas waft out of the glass. The palate offers dried black cherry, mocha and roasted coffee bean alongside fleeting tannins.","Red","Nebbiolo","Italy",40135
"25750","Fruity and balanced up front, this is juicy and fresh on the palate, and just the slightest bit rich and chewy. Loamy dark-berry fruit flavors are matched by chocolate and bitter coffee notes, while the finish is mellow, toasty and dark.","Red","Tempranillo","Spain",25750
"6145","This is a candy sweet, soft wine with flavors of pineapples, orange blossoms, apricots, peaches and caramel. Drink now.","White","Roussanne","US",6145
"70310","Subdued, ripe, yellow pear meets yeasty, almost soy-like savoriness head-on to create a palate full of interest. The wine conveys weight, concentration and a bit of alcoholic heat, but it's all carried of with peppery panache. Lovely now but will only get better.","White","Grüner Veltliner","Austria",70310
"82744","This is a fun, complex wine, a blend of 79% Sauvignon Blanc, 18% Muscat Canelli and 3% Viognier, all mountain-grown. Orange blossom and jasmine permeate the inviting entry before waves of creamy tangerine and peach play on the palate, lifted by lively acidity.","White","White Blend","US",82744
"13947","Fuzzy peach with a companionable co-host of Meyer lemon star in this medium-bodied, voluptuously appealing wine. It's balanced and easy to enjoy, its finish taking on added volume and likability.","White","Sauvignon Blanc","US",13947
"100967","Made with Sangiovese and 10% Canaiolo, this offers aromas of ripe red berry, fragrant blue flowers and grilled herb. The straightforward palate delivers dried black cherry, clove, black pepper and a hint of espresso. Fine-grained tannins and fresh acidity make it enjoyable now.","Red","Red Blend","Italy",100967
"23063","This is a blend of Grenache Noir and Syrah. It's enormously rich in blackberry, cherry and cola fruit, with a long, spicy finish. It's a flashy wine, with its glycerine lending an overall softness.","Red","Rhône-style Red Blend","US",23063
"51502","The black pepper and cocoa flavors that always mark this fine vineyard show up again in this dry, tannic wine. So do the blackberries and cassis that make it so sweetly fruity. The acidity is awkward, though, and tastes like it was added to balance out a high alcohol wine.","Red","Syrah","US",51502
"16693","As with Dunham's other Lewis Vineyard designates, this is 100% varietal, showcasing the distinct imprint of the vineyard as it impacts one specific grape. Sharp and smoky, with bright flavors of raspberry and cherry fruit, the wine remains deep, pure and focused as it runs through an extended, detailed finish.","Red","Cabernet Sauvignon","US",16693
"93808","A crisp green-apple note has an appetizing lactic edge that shimmers alongside lemon ice cream and sherbet tones. The palate shows lively, small bubbles that fizz excitedly, with further notions of green apple and tart lemon. The midpalate adds notes of sponge cake to counter the freshness, but the exuberant lemon-sherbet aspect wins the day and lasts through the finish. It would be an ace apéritif, totally refreshing and mouthwatering.","Sparkling","Sparkling Blend","England",93808
"78337","Tobacco and clove aromas ride high on the mildly leafy bouquet. It feels round, juicy, tannic and tight, with mature berry, spice, earth and leather flavors. It remains earthy and mature on the finish, which fades to a blackened, spicy expression with notes of tomato and spice.","Red","Red Blend","Spain",78337
"76286","Riserva gli Angeli is a beautiful Brunello with plump richness and long-lasting flavors of red fruit, exotic spice, leather and tobacco. Thanks to excellent growing conditions, this lucky vintage shows wonderfully rich texture in the mouth.","Red","Sangiovese Grosso","Italy",76286
"77396","This wine comes from the state's oldest Cabernet Sauvignon vines, planted in 1957. Light in color, the aromas draw you into the glass with notes of earth, cassis, dried herb and cherry. The cranberry flavors are light and elegant, with a zing of acidity that keeps the interest high. It's a very pretty expression of the variety, best suited for the dinner table.","Red","Cabernet Sauvignon","US",77396
"41478","Aromatically accenting its herbal, spicy highlights, this sports lightly ripened strawberry and cherry fruit. It's an elegant, well-crafted, nicely balanced wine, with the delicate authority that Josh Bergström brings to all of his wines.","Red","Pinot Noir","US",41478
"80058","Powerful and complex, this is solid and impressive, made from a selection of wines. It is dark, dense, full of blackberry fruit and dry tannins. The wood aging still shows in the spiciness, while the tight fruit flavors bring out the acidity. Drink this wine from 2016.","Red","Portuguese Red","Portugal",80058
"4307","Generous and fruit-driven, this brings fully ripened black cherry and blueberry fruit into a thick core of flavor. Its tannins are coated with espresso, dark chocolate and a hint of baking spices. Flavors are solid and substantial, and the wine will continue to evolve nicely as it sheds its baby fat.","Red","Pinot Noir","US",4307
"61500","This special selection is already showing some brick around the rim and seems to be aging rapidly. The flavors are mostly herb and root, sassafras and beet root in particular, with the fruit leaning toward Dr. Pepper soda.","Red","Pinot Noir","US",61500
"86858","With a generous bite of acidity, this fine Chardonnay is extremely flavorful. Traditionally one of the winery's top Chards, it's explosive in pineapple, Asian pear, crème brûlée and roasted marshmallow flavors. Finishes in a swirl of creamy, buttery spices.","White","Chardonnay","US",86858
"37177","A deep gold-orange color and floral aromas lead to rich, broad peach and apricot flavors that are moderately sweet and nicely concentrated. Lighter than some late-harvest wines, it has more vivid fruit and better balance than others.","White","Viognier","US",37177
"84922","Fermented in stainless steel and then aged in neutral oak, this estate-driven white is crisp and complex, with what comes off as an intensity of dark oak. Gooseberry and lychee provide an intrigue on the nose, before a concentrated finish reveals high acidity.","White","Sauvignon Blanc","US",84922
"55255","An intense, mineral-driven wine, this is tight and very textured. Its dryness is mitigated by hints of riper mango and apricot that fill out the palate. The structure and the tense acidity show this wine is still young. Drink from 2017.","White","Sauvignon Blanc","France",55255
"57917","Initially austere, this is a strongly tannic wine with a firm structure and lean fruits. It is still young and the tannins should soften. Drink from 2020.","Red","Portuguese Red","Portugal",57917
"30710","This dry wine has a medium-dark color with a mahogany rim. It offers strong berry, black pepper and clove aromas and flavors, and a broad, smooth texture. It's full bodied, mouthfilling and spicy.","Red","Grenache","US",30710
"61334","From Laguna Ridge Vineyard, which surrounds the producer's winery, this bottling begs to be explored. It's beguiling from the beginning, with unexpected shots of soy, corn nuts and gamy charcuterie. Big, structured tannins support juicy flavors of black cherry and raspberry, resulting in a complex, velvety mouthfeel. Flourishes of dark chocolate and cardamom tease on the finish.","Red","Pinot Noir","US",61334
"63548","A 100% varietal wine fermented in stainless steel, this is a bright, lively tangle of cherry and orange built around bristling acidity that practically sizzles on the palate. Light-bodied and plenty crisp, it mellows to show length and breadth on the finish.","Red","Pinot Noir","US",63548
"8338","This alcoholic wine (15.9%, and you can taste it) is also tongue-scrapingly tannic. The black cherry and cassis fruit is fabulous, and quite ripe, but the alcohol starts to burn out the finish. Let the record show that some tasters will love this wine.","Red","Dolcetto","US",8338
"65525","The southern coastal region of Algarve is better known for beaches than for wine. This blend of Touriga Nacional and Syrah with long wood aging comes from the east of the region and shows great warmth as well as black plum fruit flavors. The juicy fruitiness is balanced by the youthful structure, showing the aging potential of the wine. Drink from 2017.","Red","Portuguese Red","Portugal",65525
"48598","Delicious and soft in raspberries, cherries and the sweet vanilla and the cinnamon toast of new oak, this is a charming Pinot to drink now. It's light and airy in the mouth. Perfect with a simply prepared grilled steak or lamb chop.","Red","Pinot Noir","US",48598
"78535","Shows ample complexity on the nose, offering up hints of dried apricot and crushed stone to go alongside dominant notes of superripe apple. On the palate, although this lacks the zest and freshness of the very best auslese, it's still a leasing package, combining hints of honeyed richness with ripe pears and spice. Drink over the next 5–10 years.","White","Riesling","Germany",78535
"24731","Pretty good Merlot for its dryness and classy mouthfeel. Shows blackberry, cherry, herb and oak flavors, with solid tannins. Beginning to dry out, so drink now.","Red","Merlot","US",24731
"68470","Silky succulent raspberry and cherry flavors are a luscious counterpoint to the razor's edge of acidity that frames this impeccably balanced wine. It's ripe, fruity and forward, yet offers surprising elegance and length. Drink now through 2017.","Red","Pinot Noir","Germany",68470
"39654","Like many wines from this vintage, Melipal seems afflicted with 2005 blues. It has black plum and some woody char to chew on, but also saline and frisky tartness. Gets better with airing and will show best with food, but it's clearly a step down from prior years.","Red","Malbec","Argentina",39654
"41820","This is an impressive, while unusual, take on the Gamay as grown in Beaujolais. It is spicy and minty, with the long wood aging giving a rich, smooth texture to the red-cherry flavors. It needs another few months, so drink from late 2017.","Red","Gamay","France",41820
"10703","From a consistently top-notch estate, this single vineyard Pinot offers lifted red fruits, florals, as well as cinnamon and star anise thanks to the use of some whole bunch fermentation in the winemaking process. The lightness and brightness carries through onto the palate, with an added earthy core, well balanced acidity, and silky tannins. Drink now.","Red","Pinot Noir","New Zealand",10703
"72172","The nose seems lean and vaguely unripe. You get aromas of chocolate and green olives, and the most distant whiff of meat. Of course there's a great deal of oak, including American, which lends vanillin and smoky notes, but still an impression of leanness carries through in the mouth. It struggles to say the word “fruit.” It's also very tannic. That aside, it may soften and improve in time.","Red","Merlot","US",72172
"57546","The oak in this wine is nicely integrated into the fruit, making it barely detectable amid the bold peach and melon flavors. Full and round in the mouth, then long and citrusy on the finish. Drink now.","White","Chardonnay","Australia",57546
"46043","The wine is from a tiny parcel (around an acre) of vines that are over 30-years-old. It is concentrated both with fine fruit and sweet acidity. Yellow fruits are cut with lime and green plums. A touch of vanilla gives the wine a full final aftertaste. Drink from 2017.","White","Chardonnay","France",46043
"81760","Chasing Venus is made in textbook Marlborough style, with aromas and flavors of grassy herbs laid over passion fruit and gooseberries. It's medium in body, pleasantly soft and round in the mouth, just fades a bit rapidly on the finish.","White","Sauvignon Blanc","New Zealand",81760
"36914","This non-filtered wine is not totally limpid in appearance although it does come on strong in terms of the intensity of its aromas. Well-developed mineral tones frame deep layers of black cherry, leather and spice.","Red","Montepulciano","Italy",36914
"66037","This easygoing red opens with delicate aromas of violet and red berry. The fresh, easy-drinking palate offers juicy wild cherry and a light note of white pepper alongside pliant tannins and bright acidity. It's made for sheer drinking pleasure so enjoy soon.","Red","Red Blend","Italy",66037
"19670","A bit on the green, feline side, but with enough lemon and lime and sweet oak influences to give it richness. The acidity is wonderful, like biting into a fresh Granny Smith apple.","White","Sauvignon Blanc","US",19670
"5707","Tarry grit and char are the lead aromas on this Tannat that contains 15% Ruby Cabernet, which is a cross between Cabernet Sauvignon and Carignan. This is rough in feel, with shearing tomato-like acidity. Tomato, red plum and herbal flavors finish dry.","Red","Red Blend","Uruguay",5707
"12372","This lightly oxidized Chard is powdery but not entirely fresh, as it shows aromas of pool water and mealy melon. The palate is chunky and just O.K. in feel, while fleshy flavors of melon and peach end briny and mildly bitter.","White","Chardonnay","Argentina",12372
"65217","This no-fuss Valpolicella delivers light cherry and almond flavors. It's a wine to pair with a late-evening ham sandwich or with Chinese food.","Red","Corvina, Rondinella, Molinara","Italy",65217
"71816","Whiffs of orange blossoms add delicate floral flair to sweet marmalade and honey tones on this penetrating dessert Riesling. While creamy and sweet on the tongue, earthy mineral tones and piercing acidity add balance and structure. It's delicious now, but certainly an age-worthy wine that will develop gorgeously over the next two decades at least.","White","Riesling","Germany",71816
"67135","A marvelously intense wine, the Chardonnay singing with light toast and acidity. The wine has layers of green apple, spice, a tight texture and orange zest highlights. Age for at least seven years.","White","Chardonnay","France",67135
"95053","A curious whiff of lemon pastry entices on the nose of this sprightly wine. The palate is intensely ripe, bursting with sweet honeysuckle nectar and tangerine, yet it's almost lacy in texture, cut by a spray of green-apple acidity. It's delicious already, but sure to hold well for another decade.","White","Riesling","Germany",95053
"7830","L'Ardì shows sweet and succulent fruit flavors with plump aromas of red cherry and plum. Dolcetto is a great wine to pair with grilled sausage or pepperoni pizza.","Red","Dolcetto","Italy",7830
"74626","This plump, creamy-textured Riesling shows plenty of flattering peach and lime fruit, but also enough mint and slate that it avoids being simply fruity. Balanced toward the dry side of the Riesling spectrum, so it should prove versatile at the table.","White","Riesling","Germany",74626
"7308","Rich, opulent and spicy, with a great balance between wood and fruit. The generous black plum and black currant fruit is delicious, balanced by taut acidity. Keep for 3-4 years.","Red","Pinot Noir","France",7308
"91615","This wine's peppery details act as counterpoint to its well-defined raspberry and cherry flavors. Streaks of toast and graphite add to the layers, suggesting further complexity will develop with another year or two in bottle.","Red","Pinot Noir","US",91615
"27388","Mineral, dried peach, lees and honeysuckle aromas lead to just off-dry flavors. Racy acidity frames it nicely.","White","Riesling","US",27388
"90717","Fresh citrus aromas follow through to the crisp, lemon and grapefruit flavors of this wine. To balance, a tangy texture, red currant fruits and intense acidity give this tasty wine all its poised presence. This blend of Grenache, Cinsault, Syrah and Mouvédre is from certified organic vineyards.","Rosé","Rosé","France",90717
"34573","Aromas of coffee, barrel spice and dark-blue fruit lead to rich, full-bodied blackberry and spice flavors. It's not for the faint of heart but delivers a lot of enjoyment.","Red","Syrah","US",34573
"93488","This is the culty Santa Cruz Mountains-based winery's entry level blend of 35% Mourvèdre, 27% Grenache, 19% Carignane, 16% Syrah and 3% Cabernet Sauvignon, and it'll put hooks in newbies, with elegant, soft and silky aromas of violet. The palate combines the purple flowers with acai fruit flavors, making for an addictive sip.","Red","Rhône-style Red Blend","US",93488
"94693","An earthy Chardonnay, with herb-infused citrus and peach flavors, overlaid with sweet oak. It's soft and a little sweet and ready to drink now.","White","Chardonnay","US",94693
"89292","A new joint venture between winemaker Jorge Moreira and owner the Bergqvist family, both of Quinta de la Rosa. The vineyard is in the remote Douro Superior. You can certainly smell the dry heat in this young wine. To taste it has a Port-like smoothness overlying its dry tannins. The fruit is sweet, succulent, layered with blackberry jam and dark berries.","Red","Portuguese Red","Portugal",89292
"67060","Aromas of dark berry, scorched earth and leather take shape in the glass. The forward palate offers ripe sour cherry and grilled herb alongside round but not very persistent tannins. Drink through 2016.","Red","Red Blend","Italy",67060
"105363","Rich flavors of cherries, persimmons, cola, anise and oak flood the mouth with immediate deliciousness. Bright Russian River acidity provides fortunate balance. It's delicious now, but young; this has the balance to develop nicely, so give it 6–7 years.","Red","Pinot Noir","US",105363
"100898","This has aromas of berry, raisin and toasted oak. The linear palate reveals raspberry and cherry flavors accompanied by accents of espresso and oak. You'll also detect the warmth of alcohol on the close.","Red","Red Blend","Italy",100898
"3224","Opens with common berry fruit aromas as well as a medicinal, minty note. The palate has short length and definition along with bouncy medium-depth berry flavors. Warm, simple touches of licorice and mint define the finish. A blend of 60% Monastrell with 20% each Syrah and Tempranillo.","Red","Red Blend","Spain",3224
"47814","Pungent and green on the nose, this is showing cool-climate aromas. In the mouth, this is shear and tangy, with a high level of citric acidity. Flavors of lime, Granny Smith apple and asparagus finish briny, crisp and scouring.","White","Sauvignon Blanc","Chile",47814
"5360","This Cabernet has blackberry and dried herb flavors, with sizable tannins and pretty hefty acidity.","Red","Cabernet Sauvignon","US",5360
"53604","This is a fresh and easy selection, with low-intensity aromas and flavors of tart gooseberry, lemon-lime citrus and soft grass. The mouthfeel is light and breezy, and the finish is clean and brisk. Drink now.","White","Sauvignon Blanc","Israel",53604
"71853","Coming from Cerro Prieto Vineyard, one of the few places to grow Pinot Noir in this appellation, this bottling shows aromas of clove, vanilla, sandalwood and pomegranate on the nose. Light pomegranate and tart red-fruit flavors dominate the palate, with a touch of dried herb.","Red","Pinot Noir","US",71853
"83343","A blend of Sauvignon Blanc, with one-quarter Sémillon, this white blend was aged on the lees in oak barrels. It shows the balanced elegance this bottling by Brander usually displays. Entirely dry, with a crisp burst of acidity, its flavors are of citrus fruits, white flowers, vanilla, minerals and a touch of tart, New Zealand-style gooseberry. Great with roast pork or, if you can get it, wild boar.","White","Sauvignon Blanc","US",83343
"72802","Subdued aromas of red berry, sweet baking spice, rose and a balsamic note lift out of the glass. On the tight, tense palate, bracing tannins frame wild cherry, white pepper, clove, powdered sage and anisette.","Red","Nebbiolo","Italy",72802
"77497","Crisp acidity and citrus fruitiness combine with a riper, textured character. The wine shows the strong minerality inherent in whites from Pernand-Vergelesses, as well as a richer streak. Because of its structure, it should age. Drink from 2016.","White","Chardonnay","France",77497
"39942","Not a mere whole-cluster wine, the Stalker is made by drying the stalks separately and adding them to whole berries. It's slightly chalky as a result, with a green edge to the tannins and green tea flavors. Black cherry, espresso and cacao components also factor in. Give it another couple of years and drink after 2020.","Red","Pinot Noir","US",39942
"75127","There's a reduced, bitter quality to this wine, which remains light-bodied and somewhat elusive in the glass. An extreme sense of earthiness and mushroom, veering on dampness, keeps it a sensory quandary.","Red","Pinot Noir","US",75127
"41609","This monopole within the Chablis grand cru vineyards produces top Chablis. In 2006, the wine is powerful, but layered with intense minerality, a flinty character on top of the ripe white and yellow fruits. It has concentration, a depth of flavor that is impressive. It will age well.","White","Chardonnay","France",41609
"46088","Big and densely tannic, this wine's fruit is still firmly buried in the structure. It has wood, spice and ripe plum notes. With its concentrated texture, it is still capable of aging.","Red","Bordeaux-style Red Blend","France",46088
"90093","Rusty in color, with aromas of compost and rotten leaves, this isn't cutting it. A drawing hard palate and burnt-out flavors that match the nose make this a hard road to navigate.","Red","Pinot Noir","Chile",90093
